cd_ibge,prob_risco,y_true
2700706,0.013746587007864882,0
2700706,0.005092429239089836,0
2700706,0.004578331056633207,0
2700706,0.00835668836595889,0
2709202,0.007386292638602556,0
2709202,0.005249781373681532,0
2709202,0.006450118864705434,0
2709202,0.03356824424896861,0
2709202,0.034155323773987556,0
2709202,0.006129883614866328,0
2709202,0.004509763083140016,0
2709202,0.003444778576540014,0
2709202,0.006241568282899553,0
2709202,0.6956557935530167,1
2709202,0.648981665064677,1
2709202,0.5976479186473963,1
2709202,0.6160607413855285,1
2709202,0.6749670365738225,1
2709202,0.012855984550066027,0
2709202,0.0060116892203421,0
2709202,0.003274225457838787,0
2709202,0.0030927107151218734,0
2709202,0.00316528581657651,0
2709202,0.0026160300967872,0
2709202,0.002316424633398004,0
2700300,0.016564533154244665,0
2700300,0.00950111789724584,0
2709202,0.004192988275889325,0
2709202,0.0036128073007560785,0
2709202,0.0030045401232669,0
2709202,0.005111269692612104,0
2709202,0.004578813683548731,0
2709202,0.004578813683548731,0
2709202,0.0036953798365906574,0
2709202,0.533815959844869,1
2709202,0.3956741142837011,1
2709202,0.007425480718478865,0
2709202,0.008109783490984197,0
2709202,0.009646212046670126,0
2709202,0.007678412931356148,0
2709202,0.01073945638614636,0
2709202,0.059999281119486096,0
2709202,0.02866035486263133,0
2709202,0.006155724727905114,0
2709202,0.007956065812623075,0
2709202,0.009421535282335712,0
2709202,0.010514936216794512,0
2709202,0.015094504817140494,0
2709202,0.007036499731546353,0
2709202,0.011852910786024103,0
2709202,0.008651888069320851,0
2709202,0.012032674768794561,0
2709202,0.0068717152384127015,0
2709202,0.021763941848528735,0
2709202,0.019505352574216872,0
2709202,0.012529942089851809,0
2709202,0.014734590351858626,0
2702405,0.04338591377348126,0
2702405,0.028151626915564647,0
2702405,0.018911211188489787,0
2702405,0.01459190978409601,0
2702405,0.12137766723484861,1
2702504,0.028379890607448183,0
2702504,0.007773830618975205,0
2702504,0.0461389605643199,0
2702504,0.04581687278918407,0
2702504,0.025857594552725464,0
2702504,0.01173306762692092,0
2702504,0.018766710680734155,0
2702504,0.0266810889939672,0
2702504,0.01499520764549004,0
2702504,0.01336035937028864,0
2702504,0.03578630590906976,0
2702504,0.0380316979907861,0
2704401,0.025933954866319383,0
2704401,0.00665525587418761,0
2704401,0.007052979587418913,0
2706307,0.12447451962746978,1
2706307,0.009186694745851138,0
2706307,0.006878669963277534,0
2706307,0.00416359133434964,0
2706307,0.010735128035263518,0
2702355,0.01686524310231941,0
2702355,0.006033235223488353,0
2700805,0.2164063842868581,1
2700805,0.2870571123990503,1
2706307,0.029794341562632814,0
2706307,0.05654497115799367,0
2706307,0.05156945106055534,0
2706307,0.24524693703015155,1
2706307,0.40994550594760254,1
2706307,0.2843065622386924,1
2702306,0.014204658686513735,0
2703205,0.0187343741811566,0
2703205,0.023219748632706445,0
2703205,0.01209287417976821,0
2703205,0.016112507469766623,0
2703304,0.022558576849400623,0
2703304,0.030392130101502355,0
2703304,0.08874462743198816,0
2703304,0.024459521421752995,0
2703304,0.017826130573173653,0
